year,abbr,district,R_votes,D_votes,T_votes
1972,NY,22,67371,101683,169054
1972,NY,23,120690,79152,199842
1972,NY,24,135553,87068,222621
1972,NY,25,148003,63536,211539
1972,NY,26,133873,63450,197323
1972,NY,27,141972,81179,223151
1972,NY,28,134123,101128,235251
1972,NY,29,156842,67570,224412
1972,NY,30,122127,60180,182307
1972,NY,31,140433,61141,201574
1972,NY,32,138607,60343,198950
1972,NY,33,135504,59196,194700
1972,NY,34,130757,77699,208456
1972,NY,35,134216,70126,204342
1972,NY,36,119213,78931,198144
1972,NY,37,74998,99509,174507
1972,NY,38,132331,85221,217552
1972,NY,39,101792,51963,153755
1972,NC,1,83557,35333,118890
1972,NC,2,86006,47674,133680
1972,NC,3,79431,27878,107309
1972,NC,4,107283,47343,154626
1972,NC,5,109952,45830,155782
1972,NC,6,97946,38163,136109
1972,NC,7,71346,30409,101755
1972,NC,8,100830,37880,138710
1972,NC,9,102879,23918,126797
1972,NC,10,105093,38202,143295
1972,NC,11,110566,46095,156661
1972,ND,AL,174109,100384,280514
1972,OH,1,111925,57516,169441
1972,OH,2,127655,61676,189331
1972,OH,3,88701,63890,152591
1972,OH,4,120089,49780,169869
1972,OH,5,118678,62332,181010
1972,OH,6,118484,49892,168376
1972,OH,7,106807,52240,159047
1972,OH,8,104889,47638,152527
1972,OH,9,83768,87151,170919
1972,OH,10,119083,58831,177914
1972,OH,11,104236,63864,168100
1972,OH,12,128129,61644,189773
1972,OH,13,98505,68481,166986
1972,OH,14,88384,94320,182704
1972,OH,15,119846,65381,185227
1972,OH,16,113402,61173,174575
1972,OH,17,111545,50374,161919
1972,OH,18,111800,72581,184381
1972,OH,19,96607,88500,185107
1972,OH,20,79056,74041,153097
1972,OH,21,27661,101276,128937
1972,OH,22,119412,90689,210101
1972,OH,23,131709,71361,203070
1972,OK,1,133381,35199,168580
1972,OK,2,126446,46648,173094
1972,OK,3,113281,47962,161243
1972,OK,4,107548,37542,145090
1972,OK,5,126859,39955,166814
1972,OK,6,150998,39712,190710
1972,OR,1,137345,101616,238961
1972,OR,2,123857,81195,205052
1972,OR,3,106955,115283,222238
1972,OR,4,117977,94456,212433
1972,PA,1,77078,107549,184627
1972,PA,2,39889,121786,161675
1972,PA,3,74829,86379,161208
1972,PA,4,131066,100940,232006
1972,PA,5,131393,58454,189847
1972,PA,6,114537,66807,181344
1972,PA,7,133151,73432,206583
1972,PA,8,118601,64330,182931
1972,PA,9,114144,40131,154275
1972,PA,10,125686,71105,196791
1972,PA,11,113556,68764,182320
1972,PA,12,112694,64049,176743
1972,PA,13,135464,77715,213179
1972,PA,14,86912,95687,182599
1972,PA,15,99664,65557,165221
1972,PA,16,115651,37223,152874
1972,PA,17,119178,48205,167383
1972,PA,18,125938,74949,200887
1972,PA,19,115528,45769,161297
1972,PA,20,108506,83576,192082
1972,PA,21,99366,73049,172415
1972,PA,22,95927,72151,168078
1972,PA,23,105463,54138,159601
1972,PA,24,107785,69394,177179
1972,PA,25,103715,67926,171641
1972,RI,1,107156,98881,206037
1972,RI,2,113072,94935,208007
1972,SC,1,73480,33488,106968
1972,SC,2,85637,37756,123393
1972,SC,3,84401,24723,109124
1972,SC,4,77547,19702,97249
1972,SC,5,78994,32044,111038
1972,SC,6,76985,36846,113831
1972,SD,1,80576,76932,158005
1972,SD,2,85900,62013,148410
1972,TN,1,113840,31200,145040
1972,TN,2,112505,40799,153304
1972,TN,3,108187,41430,149617
1972,TN,4,82879,44719,127598
1972,TN,5,89046,53175,142221
1972,TN,6,104742,39799,144541
1972,TN,7,105072,34241,139313
1972,TN,8,96876,71930,168806
1972,TX,1,99658,41763,141421
1972,TX,2,98598,47499,146097
1972,TX,3,136195,39892,176087
1972,TX,4,107025,36736,143761
1972,TX,5,98434,43360,141794
1972,TX,6,107759,43773,151532
1972,TX,7,107655,24069,131724
1972,TX,8,63861,53672,117533
1972,TX,9,84903,57669,142572
1972,TX,10,103675,71652,175327
1972,TX,11,90802,40234,131036
1972,TX,12,73669,45183,118852
1972,TX,13,118004,37575,155579
1972,TX,14,83780,55365,139145
1972,TX,15,64410,53083,117493
1972,TX,16,75221,41962,117183
1972,TX,17,104249,37811,142060
1972,TX,18,34173,62954,97127
1972,TX,19,145504,34307,179811
1972,TX,20,36907,56713,93620
1972,TX,21,121423,38093,159516
1972,TX,22,94187,52395,146582
1972,TX,23,71812,44358,116170
1972,TX,24,91867,54150,146017
1972,UT,1,166517,50225,216742
1972,UT,2,157126,76059,233185
1972,VT,AL,117149,68174,186917
1972,VA,1,95400,43069,141564
1972,VA,2,73728,35107,112057
1972,VA,3,117472,44566,164374
1972,VA,4,85780,45346,135003
1972,VA,5,101546,39194,143699
1972,VA,6,104443,35356,143652
1972,VA,7,101512,38814,143039
1972,VA,8,97923,47747,147763
1972,VA,9,95065,44540,142352
1972,VA,10,115664,65148,183556
1972,WA,1,137563,97967,235530
1972,WA,2,121349,75728,197077
1972,WA,3,112130,82747,194877
1972,WA,4,112728,77042,189770
1972,WA,5,126627,72966,199593
1972,WA,6,115377,75698,191075
1972,WA,7,111127,85891,197018
1972,WV,1,126902,70735,197637
1972,WV,2,124917,66597,191514
1972,WV,3,122907,74219,197126
1972,WV,4,110238,65884,176122
1972,WI,1,111281,77321,188602
1972,WI,2,108506,111508,220014
1972,WI,3,122445,85348,207793
1972,WI,4,96755,99537,196292
1972,WI,5,71196,97596,168792
1972,WI,6,114461,85778,200239
1972,WI,7,110826,98230,209056
1972,WI,8,122672,76912,199584
1972,WI,9,131288,77944,209232
1972,WY,AL,100464,44358,145570
1976,AL,1,83622,81012,164634
1976,AL,2,75528,88208,163736
1976,AL,3,63819,93766,157585
1976,AL,4,66263,124601,190864
1976,AL,5,50039,106191,156230
1976,AL,6,90928,70995,161923
1976,AL,7,71799,93693,165492
1976,AK,AL,71555,44058,123574
1976,AZ,1,99375,62632,162007
1976,AZ,2,91113,85224,176337
1976,AZ,3,111116,74467,185583
1976,AZ,4,116475,72578,189053
1976,AR,1,52491,120799,173450
1976,AR,2,60457,126790,187552
1976,AR,3,100086,129505,230037
1976,AR,4,55719,122520,178357
1976,CA,1,106842,110186,217028
1976,CA,2,106197,111043,217240
1976,CA,3,98706,110313,209019
1976,CA,4,76230,96028,172258
1976,CA,5,95721,94329,190050
1976,CA,6,62223,83668,145891
1976,CA,7,95241,104664,199905
1976,CA,8,79368,115361,194729
1976,CA,9,72063,91871,163934
1976,CA,10,65121,92239,157360
1976,CA,11,94646,85027,179673
1976,CA,12,103233,89818,193051
1976,CA,13,108664,91620,200284
1976,CA,14,92163,92328,184491
1976,CA,15,66972,81797,148769
1976,CA,16,97003,95482,192485
1976,CA,17,87145,75605,162750
1976,CA,18,89166,70093,159259
1976,CA,19,98614,95297,193911
1976,CA,20,129113,86610,215723
1976,CA,21,73773,71648,145421
1976,CA,22,115685,71648,187333
1976,CA,23,106129,119138,225267
1976,CA,24,74042,93650,167692
1976,CA,25,30106,52234,82340
1976,CA,26,108532,66151,174683
1976,CA,27,125254,82854,208108
1976,CA,28,42972,104135,147107
1976,CA,29,19596,83291,102887
1976,CA,30,46152,69424,115576
1976,CA,31,38052,72775,110827
1976,CA,32,58147,72386,130533
1976,CA,33,99127,75709,174836
1976,CA,34,112251,84977,197228
1976,CA,35,90929,72664,163593
1976,CA,36,64801,82538,147339
1976,CA,37,101935,84725,186660
1976,CA,38,85873,67994,153867
1976,CA,39,131577,73263,204840
1976,CA,40,167203,79649,246852
1976,CA,41,122469,90795,213264
1976,CA,42,62460,69939,132399
1976,CA,43,159790,106706,266496
1976,CO,1,93723,93764,187487
1976,CO,2,137501,100538,238039
1976,CO,3,88106,84783,172889
1976,CO,4,130713,93021,223734
1976,CO,5,124534,82313,206847
1976,CT,1,108585,120874,233380
1976,CT,2,110616,111161,225443
1976,CT,3,121685,105602,230096
1976,CT,4,118716,91058,212367
1976,CT,5,133654,104081,240618
1976,CT,6,126005,115119,244451
1976,DE,AL,109831,122596,235509
1976,DC,AL,27873,137818,168830
1976,FL,1,91674,89170,180844
1976,FL,2,71806,120425,192231
1976,FL,3,48756,87760,136516
1976,FL,4,100991,115332,216323
1976,FL,5,126229,125649,251878
1976,FL,6,118337,115795,234132
1976,FL,7,74570,88612,163182
1976,FL,8,103271,93597,196868
1976,FL,9,95392,82809,178201
1976,FL,10,146879,122899,269778
1976,FL,11,130829,128416,259245
1976,FL,12,97867,112477,210344
1976,FL,13,65888,130805,196693
1976,FL,14,58863,76357,135220
1976,FL,15,91053,108295,199348
1976,GA,1,49282,88992,138274
1976,GA,2,39456,88250,127706
1976,GA,3,36878,82639,119517
1976,GA,4,70912,94920,165832
1976,GA,5,47204,98102,145306
1976,GA,6,51181,106430,157611
1976,GA,7,56820,102093,158913
1976,GA,8,37348,110789,148137
1976,GA,9,48169,117461,165630
1976,GA,10,46493,89733,136226
1976,HI,1,67234,65337,132571
1976,HI,2,72769,82018,154787
1976,ID,1,101793,68459,170252
1976,ID,2,102358,58090,160448
1976,IL,1,13817,130882,144699
1976,IL,2,28498,137384,165882
1976,IL,3,121448,88240,209688
1976,IL,4,131038,80530,211568
1976,IL,5,57147,113899,171046
1976,IL,6,116398,78144,194542
1976,IL,7,21836,91956,113792
1976,IL,8,43152,100266,143418
1976,IL,9,77057,105493,182550
1976,IL,10,138449,89608,228057
1976,IL,11,111064,103637,214701
1976,IL,12,157389,70460,227849
1976,IL,13,109215,64623,173838
1976,IL,14,168314,68222,236536
1976,IL,15,115849,78766,194615
1976,IL,16,108790,76448,185238
1976,IL,17,110999,88195,199194
1976,IL,18,113592,88371,201963
1976,IL,19,105234,90524,195758
1976,IL,20,99738,89300,189038
1976,IL,21,106554,85545,192099
1976,IL,22,111465,104967,216432
1976,IL,23,69486,100616,170102
1976,IL,24,109391,127696,237087
1976,IN,1,68428,108388,176816
1976,IN,2,118603,76951,195554
1976,IN,3,98139,84017,182156
1976,IN,4,118239,79908,198147
1976,IN,5,119475,89307,208782
1976,IN,6,113083,80098,193181
1976,IN,7,111589,100362,211951
1976,IN,8,110108,110693,220801
1976,IN,9,101335,105561,206896
1976,IN,10,105448,86375,191823
1976,IN,11,104572,86916,191488
1976,IA,1,105060,104675,209735
1976,IA,2,103383,101530,204913
1976,IA,3,108563,101443,210006
1976,IA,4,98765,116438,215203
1976,IA,5,107605,103483,211088
1976,IA,6,109482,92362,201844
1976,KS,1,106533,91355,197888
1976,KS,2,97156,78881,176037
1976,KS,3,110829,79674,190503
1976,KS,4,89201,85681,174882
1976,KS,5,95763,92164,187927
1976,KY,1,55462,110686,166148
1976,KY,2,65476,81529,147005
1976,KY,3,63690,79407,143097
1976,KY,4,104266,77963,182229
1976,KY,5,97001,73330,170331
1976,KY,6,77765,88195,165960
1976,KY,7,66890,104213,171103
1976,LA,1,78928,83061,161989
1976,LA,2,54014,67964,121978
1976,LA,3,92277,76664,168941
1976,LA,4,78365,66125,144490
1976,LA,5,84131,81204,165335
1976,LA,6,74781,90224,165005
1976,LA,7,65387,101186,166573
1976,LA,8,59137,94900,154037
1976,ME,1,127019,123598,251898
1976,ME,2,109301,108681,220196
1976,MD,1,87481,85106,172587
1976,MD,2,109176,101830,211006
1976,MD,3,78442,83341,161783
1976,MD,4,86352,86532,172884
1976,MD,5,58086,82660,140746
1976,MD,6,112380,92682,205062
1976,MD,7,22795,101341,124136
1976,MD,8,117949,126116,244065
1976,MA,1,88051,124082,220193
1976,MA,2,74953,116752,197058
1976,MA,3,80584,125445,212043
1976,MA,4,88613,117919,213507
1976,MA,5,87340,125892,219785
1976,MA,6,97834,119963,225863
1976,MA,7,86572,126935,221488
1976,MA,8,62247,117446,189121
1976,MA,9,69631,90048,165644
1976,MA,10,95210,118890,220982
1976,MA,11,80004,113549,200903
1976,MA,12,119237,132604,260985
1976,MI,1,12618,121815,134433
1976,MI,2,109460,90984,200444
1976,MI,3,119812,80137,199949
1976,MI,4,111830,77086,188916
1976,MI,5,141655,67423,209078
1976,MI,6,120079,84753,204832
1976,MI,7,84998,93377,178375
1976,MI,8,105159,84198,189357
1976,MI,9,139170,78084,217254
1976,MI,10,129329,90223,219552
1976,MI,11,103331,98653,201984
1976,MI,12,104379,87787,192166
1976,MI,13,10654,82895,93549
1976,MI,14,87498,82896,170394
1976,MI,15,81619,91412,173031
1976,MI,16,75048,93021,168069
1976,MI,17,87946,87311,175257
1976,MI,18,109551,93705,203256
1976,MI,19,132349,76909,209258
1976,MN,1,117565,120286,237851
1976,MN,2,123435,125615,249050
1976,MN,3,124439,120201,244640
1976,MN,4,85922,133051,218973
1976,MN,5,76940,134503,211443
1976,MN,6,104667,140420,245087
1976,MN,7,102502,135192,237694
1976,MN,8,83325,161172,244497
1976,MS,1,56974,91615,152518
1976,MS,2,61510,69152,135305
1976,MS,3,82515,79021,164927
1976,MS,4,86002,70260,160555
1976,MS,5,80024,71261,156238
1976,MO,1,38903,95153,134056
1976,MO,2,124204,95108,219312
1976,MO,3,90574,85741,176315
1976,MO,4,100517,108477,208994
1976,MO,5,60538,87965,148503
1976,MO,6,99618,107977,207595
1976,MO,7,114881,103297,218178
1976,MO,8,105449,93354,198803
1976,MO,9,109684,108189,217873
1976,MO,10,80655,108223,188878
1976,MT,1,90124,77885,170960
1976,MT,2,83579,71374,157774
1976,NE,1,117185,82580,204244
1976,NE,2,115237,76075,195642
1976,NE,3,127283,75037,207782
1976,NV,AL,101273,92479,201876
1976,NH,1,95003,72778,170820
1976,NH,2,90932,74857,168794
1976,NJ,1,82661,112500,195161
1976,NJ,2,120914,123144,244058
1976,NJ,3,118767,93283,212050
1976,NJ,4,83561,97112,180673
1976,NJ,5,128276,88004,216280
1976,NJ,6,115807,108251,224058
1976,NJ,7,129847,93764,223611
1976,NJ,8,86402,79546,165948
1976,NJ,9,116058,96933,212991
1976,NJ,10,31267,82612,113879
1976,NJ,11,104088,98038,202126
1976,NJ,12,106127,91007,197134
1976,NJ,13,127723,87608,215331
1976,NJ,14,70173,91375,161548
1976,NJ,15,87830,101616,189446
1976,NM,1,116334,113197,231875
1976,NM,2,95085,87951,184715
1976,NY,1,117277,98409,215686
1976,NY,2,90243,75033,165276
1976,NY,3,105322,88901,194223
1976,NY,4,103663,98788,202451
1976,NY,5,107909,100782,208691
1976,NY,6,99497,97676,197173
1976,NY,7,35888,98095,133983
1976,NY,8,52024,104158,156182
1976,NY,9,75415,63412,138827
1976,NY,10,56741,75681,132422
1976,NY,11,39937,93240,133177
1976,NY,12,10513,49550,60063
1976,NY,13,44176,112044,156220
1976,NY,14,17735,63370,81105
1976,NY,15,62787,62332,125119
1976,NY,16,35378,88016,123394
1976,NY,17,68723,83301,152024
1976,NY,18,63441,108478,171919
1976,NY,19,14642,99111,113753
1976,NY,20,32250,105995,138245
1976,NY,21,4677,45749,50426
1976,NY,22,29723,96891,126614
1976,NY,23,82078,90623,172701
1976,NY,24,101668,90302,191970
1976,NY,25,118585,86387,204972
1976,NY,26,106176,92098,198274
1976,NY,27,108821,88806,197627
1976,NY,28,113853,107602,221455
1976,NY,29,136099,87311,223410
1976,NY,30,104841,75006,179847
1976,NY,31,107363,84661,192024
1976,NY,32,117652,75658,193310
1976,NY,33,115166,75263,190429
1976,NY,34,112816,87580,200396
1976,NY,35,111399,85502,196901
1976,NY,36,102268,88063,190331
1976,NY,37,55021,95413,150434
1976,NY,38,122219,98494,220713
1976,NY,39,106803,77776,184579
1976,NC,1,52752,79503,132255
1976,NC,2,51543,81050,132593
1976,NC,3,48186,68612,116798
1976,NC,4,81852,85541,167393
1976,NC,5,89368,92010,181378
1976,NC,6,67483,77610,145093
1976,NC,7,40560,81207,121767
1976,NC,8,69653,85084,154737
1976,NC,9,79970,85955,165925
1976,NC,10,76532,90939,167471
1976,NC,11,84061,99854,183915
1976,ND,AL,153470,136078,296766
1976,OH,1,98225,69422,167647
1976,OH,2,103650,62649,166299
1976,OH,3,74128,78920,153048
1976,OH,4,104313,70588,174901
1976,OH,5,104089,83692,187781
1976,OH,6,91352,86984,178336
1976,OH,7,86785,75152,161937
1976,OH,8,92736,77534,170270
1976,OH,9,68409,96812,165221
1976,OH,10,96410,92461,188871
1976,OH,11,83674,92298,175972
1976,OH,12,106103,84624,190727
1976,OH,13,79351,94309,173660
1976,OH,14,61167,103094,164261
1976,OH,15,99460,68995,168455
1976,OH,16,90463,83776,174239
1976,OH,17,92350,78041,170391
1976,OH,18,86513,106448,192961
1976,OH,19,69063,112185,181248
1976,OH,20,50457,83949,134406
1976,OH,21,17904,107813,125717
1976,OH,22,100076,99195,199271
1976,OH,23,110590,84525,195115
1976,OK,1,114485,71288,185773
1976,OK,2,86067,101406,187473
1976,OK,3,66439,117459,183898
1976,OK,4,73168,85429,158597
1976,OK,5,94535,68288,162823
1976,OK,6,106437,86542,192979
1976,OR,1,156920,127470,284390
1976,OR,2,124596,118067,242663
1976,OR,3,93855,115564,209419
1976,OR,4,116717,129306,246023
1976,PA,1,50923,122695,173618
1976,PA,2,31264,128921,160185
1976,PA,3,47471,101997,149468
1976,PA,4,96820,129639,226459
1976,PA,5,121190,77048,198238
1976,PA,6,89194,90203,179397
1976,PA,7,109441,93411,202852
1976,PA,8,101845,89991,191836
1976,PA,9,96867,66499,163366
1976,PA,10,100938,97659,198597
1976,PA,11,85292,101571,186863
1976,PA,12,88382,91237,179619
1976,PA,13,120746,89823,210569
1976,PA,14,68088,98609,166697
1976,PA,15,79821,89134,168955
1976,PA,16,101642,56814,158456
1976,PA,17,98920,73061,171981
1976,PA,18,108001,90062,198063
1976,PA,19,105544,70417,175961
1976,PA,20,83713,102730,186443
1976,PA,21,78965,92450,171415
1976,PA,22,75161,103041,178202
1976,PA,23,91276,77474,168750
1976,PA,24,87411,95138,182549
1976,PA,25,84138,97466,181604
1976,RI,1,85061,113522,198583
1976,RI,2,95702,112877,208579
1976,SC,1,59939,70124,130063
1976,SC,2,69827,76948,146775
1976,SC,3,54640,78296,132936
1976,SC,4,59555,63848,123403
1976,SC,5,50328,77715,128043
1976,SC,6,51860,83876,135736
1976,SD,1,76758,78684,156247
1976,SD,2,74747,68384,144431
1976,TN,1,96233,83151,179384
1976,TN,2,98032,94759,192791
1976,TN,3,88578,96126,184704
1976,TN,4,58441,124267,182708
1976,TN,5,64543,110779,175322
1976,TN,6,94314,104815,199129
1976,TN,7,73714,100751,174465
1976,TN,8,60114,111229,171343
1976,TX,1,69297,104400,173697
1976,TX,2,76438,105487,181925
1976,TX,3,172909,65021,237930
1976,TX,4,84734,87394,172128
1976,TX,5,61251,68944,130195
1976,TX,6,91676,95567,187243
1976,TX,7,186190,66790,252980
1976,TX,8,52248,89254,141502
1976,TX,9,67280,97800,165080
1976,TX,10,97640,115946,213586
1976,TX,11,71096,94548,165644
1976,TX,12,58562,74381,132943
1976,TX,13,87302,85220,172522
1976,TX,14,68780,95485,164265
1976,TX,15,49873,94926,144799
1976,TX,16,60264,59349,119613
1976,TX,17,71103,95482,166585
1976,TX,18,26606,82608,109214
1976,TX,19,93985,68836,162821
1976,TX,20,26711,77691,104402
1976,TX,21,127268,85953,213221
1976,TX,22,95998,95479,191477
1976,TX,23,57139,83251,140390
1976,TX,24,60373,75161,135534
1976,UT,1,170399,82741,264484
1976,UT,2,167509,99369,276714
1976,VT,AL,102085,81044,183854
1976,VA,1,75601,80485,160784
1976,VA,2,60261,62494,128492
1976,VA,3,101625,77417,182528
1976,VA,4,62675,89112,156477
1976,VA,5,85224,77285,168365
1976,VA,6,82235,80686,167170
1976,VA,7,96884,79319,180605
1976,VA,8,87858,81501,173219
1976,VA,9,79376,90065,175360
1976,VA,10,104815,92341,200903
1976,WA,1,126588,104738,231326
1976,WA,2,116274,107031,223305
1976,WA,3,105441,113587,219028
1976,WA,4,111182,93783,204965
1976,WA,5,114988,91796,206784
1976,WA,6,103846,106107,209953
1976,WA,7,99388,100271,199659
1976,WV,1,84374,105377,189751
1976,WV,2,86234,113392,199626
1976,WV,3,81613,111688,193301
1976,WV,4,62505,105407,167912
1976,WI,1,107457,106274,213731
1976,WI,2,113143,125639,238782
1976,WI,3,119607,121904,241511
1976,WI,4,97686,119386,217072
1976,WI,5,68240,116332,184572
1976,WI,6,118126,108920,227046
1976,WI,7,105666,134210,239876
1976,WI,8,122174,105904,228078
1976,WI,9,152888,101663,254551
1976,WY,AL,92717,62239,156343
1980,AL,1,107659,77758,187386
1980,AL,2,99583,83717,185291
1980,AL,3,81520,90029,173612
1980,AL,4,95402,108327,205356
1980,AL,5,72831,96169,172746
1980,AL,6,104374,82538,189952
1980,AL,7,90008,97158,189170
1980,AK,AL,86112,41842,158445
1980,AZ,1,118001,51119,185510
1980,AZ,2,111164,75694,214579
1980,AZ,3,148411,60656,224535
1980,AZ,4,151495,59841,228120
1980,AR,1,79426,93654,178925
1980,AR,2,95148,103040,207887
1980,AR,3,150405,96831,261316
1980,AR,4,78185,104516,189454
1980,CA,1,158846,88189,269284
1980,CA,2,132531,95971,256371
1980,CA,3,118814,99225,241396
1980,CA,4,103541,86427,210263
1980,CA,5,80930,91480,199314
1980,CA,6,50967,81691,149160
1980,CA,7,113690,90975,226492
1980,CA,8,65088,106500,194401
1980,CA,9,77897,75961,169258
1980,CA,10,78689,71937,169248
1980,CA,11,96108,72391,190580
1980,CA,12,95588,72649,201163
1980,CA,13,121122,73035,223627
1980,CA,14,128907,79120,225966
1980,CA,15,79871,73088,164552
1980,CA,16,116525,79073,221519
1980,CA,17,108148,69479,189119
1980,CA,18,114504,55531,179103
1980,CA,19,119582,72903,215198
1980,CA,20,166697,67044,254543
1980,CA,21,80766,60172,153572
1980,CA,22,116051,56067,185933
1980,CA,23,100601,89053,212175
1980,CA,24,65890,74435,153870
1980,CA,25,27630,44131,76774
1980,CA,26,111196,47638,170407
1980,CA,27,125736,66220,212572
1980,CA,28,36354,102516,146603
1980,CA,29,17564,80696,100515
1980,CA,30,48350,52905,107805
1980,CA,31,39927,68544,113713
1980,CA,32,64967,58065,131760
1980,CA,33,114895,53102,179461
1980,CA,34,123748,58974,198295
1980,CA,35,124297,58017,196632
1980,CA,36,92118,65274,170563
1980,CA,37,149780,69594,234080
1980,CA,38,109167,47995,168537
1980,CA,39,170015,51811,238154
1980,CA,40,225599,68255,318429
1980,CA,41,138300,68347,234450
1980,CA,42,79670,55380,147686
1980,CA,43,232808,83335,344424
1980,CO,1,81924,76017,184987
1980,CO,2,145045,81064,261478
1980,CO,3,106515,68918,188677
1980,CO,4,155774,74714,259523
1980,CO,5,157035,65175,247459
1980,CT,1,89511,105401,230756
1980,CT,2,108219,89252,234012
1980,CT,3,117043,90454,233036
1980,CT,4,110273,76569,209758
1980,CT,5,133228,83705,246395
1980,CT,6,118936,96351,252328
1980,DE,AL,111252,105754,235668
1980,DC,AL,23313,130231,173889
1980,FL,1,126062,99637,230461
1980,FL,2,91349,115951,216441
1980,FL,3,72378,79369,155244
1980,FL,4,149231,104021,261533
1980,FL,5,201043,125344,339429
1980,FL,6,146473,114195,275063
1980,FL,7,100582,82344,191652
1980,FL,8,142061,86314,236989
1980,FL,9,126606,66280,202343
1980,FL,10,241648,115194,372662
1980,FL,11,197972,125797,346482
1980,FL,12,140464,90856,250579
1980,FL,13,79330,95384,189874
1980,FL,14,73790,50720,133721
1980,FL,15,119317,73261,214126
1980,GA,1,61810,79860,144019
1980,GA,2,57604,78073,137040
1980,GA,3,47356,77017,126546
1980,GA,4,81516,93288,182464
1980,GA,5,51201,88548,145632
1980,GA,6,86752,122387,213283
1980,GA,7,85837,90632,181001
1980,GA,8,53197,100073,155338
1980,GA,9,88673,114933,207476
1980,GA,10,60334,83867,147221
1980,HI,1,58045,56298,131410
1980,HI,2,72067,79581,171877
1980,ID,1,141434,66316,224504
1980,ID,2,149265,43876,203445
1980,IL,1,6633,128426,138151
1980,IL,2,20946,145205,169763
1980,IL,3,109179,87091,208864
1980,IL,4,130344,76622,224983
1980,IL,5,44940,106568,157604
1980,IL,6,91766,69003,175274
1980,IL,7,17988,85999,107175
1980,IL,8,32694,97057,135593
1980,IL,9,57063,95175,170584
1980,IL,10,120146,78426,226966
1980,IL,11,91388,95039,200942
1980,IL,12,158516,65143,252275
1980,IL,13,116322,53507,187807
1980,IL,14,182308,68991,281100
1980,IL,15,141134,57919,218530
1980,IL,16,184821,65855,286298
1980,IL,17,120293,72365,204796
1980,IL,18,135243,73463,223087
1980,IL,19,117933,72573,203682
1980,IL,20,169853,104156,287706
1980,IL,21,113029,87652,222677
1980,IL,22,137079,80436,226691
1980,IL,23,80832,82375,170043
1980,IL,24,131012,89611,229368
1980,IN,1,68293,90663,165313
1980,IN,2,146550,66410,227308
1980,IN,3,122484,88535,225141
1980,IN,4,125737,70264,211860
1980,IN,5,127587,63911,200994
1980,IN,6,123538,64836,196887
1980,IN,7,113098,73774,197135
1980,IN,8,124107,98026,231921
1980,IN,9,117173,89450,214525
1980,IN,10,132498,80620,223244
1980,IN,11,99256,76146,184183
1980,IA,1,105371,97431,225020
1980,IA,2,106149,85681,211853
1980,IA,3,115682,83485,216663
1980,IA,4,105520,98326,225200
1980,IA,5,122135,77523,219318
1980,IA,6,121169,71226,207277
1980,KS,1,134777,53845,200617
1980,KS,2,102325,62464,177829
1980,KS,3,112391,70039,200702
1980,KS,4,109579,74935,200313
1980,KS,5,115495,68847,194236
1980,KY,1,81192,101091,184783
1980,KY,2,88017,82335,173494
1980,KY,3,56932,80370,142184
1980,KY,4,116003,78914,202418
1980,KY,5,121708,75712,200001
1980,KY,6,89167,93179,190409
1980,KY,7,81842,104596,188847
1980,LA,1,100436,90636,194866
1980,LA,2,63625,75187,142339
1980,LA,3,124949,74724,204095
1980,LA,4,96750,78745,177440
1980,LA,5,107171,81524,190323
1980,LA,6,109692,101252,215297
1980,LA,7,103149,98122,205471
1980,LA,8,89730,105241,197447
1980,ME,1,126274,117613,280208
1980,ME,2,112248,103361,242212
1980,MD,1,104227,83894,201253
1980,MD,2,103501,102508,227324
1980,MD,3,59589,87965,159698
1980,MD,4,94648,80702,190575
1980,MD,5,55344,71759,140220
1980,MD,6,128716,86833,235803
1980,MD,7,14103,111554,130584
1980,MD,8,120478,100946,255039
1980,MA,1,85268,93495,216925
1980,MA,2,81460,83305,193341
1980,MA,3,86737,90169,208533
1980,MA,4,83686,88488,209245
1980,MA,5,97018,86302,218851
1980,MA,6,97969,86256,225253
1980,MA,7,90726,91189,214823
1980,MA,8,56312,92707,180869
1980,MA,9,64451,73906,161802
1980,MA,10,98381,87030,222673
1980,MA,11,84624,82538,194600
1980,MA,12,130999,98427,277393
1980,MI,1,5867,112907,120176
1980,MI,2,100535,82977,203567
1980,MI,3,116500,78228,215253
1980,MI,4,122398,66802,200986
1980,MI,5,127736,81566,228998
1980,MI,6,114648,84771,223918
1980,MI,7,84272,94837,191938
1980,MI,8,112243,85019,210735
1980,MI,9,140514,76224,231330
1980,MI,10,136702,87373,243719
1980,MI,11,121678,101478,239013
1980,MI,12,123619,86172,225112
1980,MI,13,5090,73593,79796
1980,MI,14,79304,72151,161141
1980,MI,15,89981,86621,188434
1980,MI,16,76947,79784,167544
1980,MI,17,72582,89835,174295
1980,MI,18,101004,85575,202009
1980,MI,19,156066,83506,260804
1980,MN,1,118530,107960,248253
1980,MN,2,134627,103035,259781
1980,MN,3,118227,113429,259286
1980,MN,4,78432,124166,225679
1980,MN,5,63830,123562,214142
1980,MN,6,131735,107458,257820
1980,MN,7,132532,108610,257638
1980,MN,8,92565,148783,259872
1980,MS,1,74191,97730,176924
1980,MS,2,70194,79717,153511
1980,MS,3,98438,91930,194840
1980,MS,4,94921,88623,188325
1980,MS,5,103345,71281,179020
1980,MO,1,31649,95628,132369
1980,MO,2,127456,91777,232046
1980,MO,3,94637,81774,184602
1980,MO,4,118144,96968,222670
