year,abbr,district,R_votes,D_votes,T_votes
2008,IN,4,185847,142933,332337
2008,IN,5,218967,149745,372111
2008,IN,6,151605,133473,289011
2008,IN,7,76530,191381,269967
2008,IN,8,151570,140063,295360
2008,IN,9,160250,154633,318813
2008,IA,1,122629,175394,301161
2008,IA,2,122395,190973,317338
2008,IA,3,143771,173932,321942
2008,IA,4,142396,166104,312751
2008,IA,5,151188,122537,276891
2008,KS,1,184501,79638,268952
2008,KS,2,170635,134337,310985
2008,KS,3,177814,187372,370372
2008,KS,4,166705,113418,285563
2008,KY,1,176807,104626,285857
2008,KY,2,188955,118700,312128
2008,KY,3,150552,193260,347205
2008,KY,4,189008,118773,312867
2008,KY,5,162614,75815,242670
2008,KY,6,180526,140811,325781
2008,LA,1,221781,78325,304974
2008,LA,2,46205,137748,185826
2008,LA,3,167046,101428,273885
2008,LA,4,162198,108273,273623
2008,LA,5,177277,106097,287092
2008,LA,6,184422,132556,321275
2008,LA,7,188576,105117,298646
2008,ME,1,144604,232145,383626
2008,ME,2,150669,189778,347537
2008,MD,1,215918,147543,370597
2008,MD,2,113929,178241,297854
2008,MD,3,128593,192690,327806
2008,MD,4,45014,270377,317877
2008,MD,5,119020,233917,357457
2008,MD,6,200475,139744,347747
2008,MD,7,59183,234422,297534
2008,MD,8,77730,232533,314724
2008,MA,1,102645,196565,307481
2008,MA,2,117742,179466,304855
2008,MA,3,117862,175951,300832
2008,MA,4,107758,198079,312789
2008,MA,5,117877,176547,300541
2008,MA,6,136116,192995,336293
2008,MA,7,99062,193130,299032
2008,MA,8,33104,205113,242767
2008,MA,9,120394,188887,315524
2008,MA,10,156294,197365,360900
2008,MI,1,160131,166195,332869
2008,MI,2,179427,167607,352872
2008,MI,3,171255,169183,346437
2008,MI,4,163810,170277,339956
2008,MI,5,113020,207485,325762
2008,MI,6,144734,177314,327610
2008,MI,7,154653,172046,332604
2008,MI,8,172344,198205,376962
2008,MI,9,155279,202275,362538
2008,MI,10,179768,173920,360626
2008,MI,11,163958,197857,367930
2008,MI,12,108752,212850,327228
2008,MI,13,34231,200387,236551
2008,MI,14,36444,232473,271044
2008,MI,15,110833,224505,341199
2008,MN,1,158967,173884,341235
2008,MN,2,198960,193213,399854
2008,MN,3,175728,200240,382079
2008,MN,4,113600,217984,338419
2008,MN,5,81757,254796,343641
2008,MN,6,219936,183950,412405
2008,MN,7,162941,154140,325258
2008,MN,8,163520,195147,367478
2008,MS,1,217671,134066,355212
2008,MS,2,100211,196582,298501
2008,MS,3,209255,130793,342619
2008,MS,4,197460,93221,293533
2008,MO,1,59911,246451,309211
2008,MO,2,215175,172368,391382
2008,MO,3,124537,189730,318856
2008,MO,4,188312,117708,310833
2008,MO,5,111373,199405,314191
2008,MO,6,182692,152318,340965
2008,MO,7,207911,116666,329653
2008,MO,8,174564,102682,281934
2008,MO,9,181339,144583,331121
2008,MT,AL,243882,232159,492750
2008,NE,1,148179,121411,273893
2008,NE,2,135439,138809,277809
2008,NE,3,169361,73099,246742
2008,NV,1,85170,158357,248663
2008,NV,2,167904,167816,344137
2008,NV,3,159626,207475,374820
2008,NH,1,164403,186370,353799
2008,NH,2,152131,198456,353812
2008,NJ,1,103992,198196,305875
2008,NJ,2,137448,165983,307398
2008,NJ,3,162339,181004,347171
2008,NJ,4,169848,150975,324737
2008,NJ,5,179781,152506,335715
2008,NJ,6,98959,149400,251150
2008,NJ,7,165430,177471,346917
2008,NJ,8,93734,165346,261178
2008,NJ,9,99144,158933,260347
2008,NJ,10,30192,208151,239391
2008,NJ,11,182604,154300,340157
2008,NJ,12,139367,198145,341087
2008,NJ,13,50369,155012,207131
2008,NM,1,119342,180833,301048
2008,NM,2,118063,114928,236289
2008,NM,3,109427,176661,289544
2008,NY,1,153625,165975,322632
2008,NY,2,125978,164106,292356
2008,NY,3,164682,149995,317331
2008,NY,4,122166,171346,295457
2008,NY,5,73143,128276,202850
2008,NY,6,22302,185890,208790
2008,NY,7,38170,148242,187355
2008,NY,8,63769,184682,250572
2008,NY,9,88307,111237,201077
2008,NY,10,19677,205929,226214
2008,NY,11,20709,206656,228364
2008,NY,12,23504,154394,179181
2008,NY,13,112491,108439,222488
2008,NY,14,56946,212802,272150
2008,NY,15,14954,226049,242525
2008,NY,16,8437,158671,167443
2008,NY,17,66027,172479,239818
2008,NY,18,112214,184182,298690
2008,NY,19,153424,160645,317169
2008,NY,20,157879,167827,330992
2008,NY,21,123378,179322,308433
2008,NY,22,111896,168598,284662
2008,NY,23,119943,133367,257422
2008,NY,24,133277,139832,277852
2008,NY,25,135931,177780,318927
2008,NY,26,166890,148588,320048
2008,NY,27,127249,156635,289028
2008,NY,28,81445,184132,268909
2008,NY,29,153432,146698,304096
2008,NC,1,105738,177941,284967
2008,NC,2,141840,155681,299918
2008,NC,3,190093,117178,309727
2008,NC,4,159427,275205,438937
2008,NC,5,203076,126556,333840
2008,NC,6,212011,122291,337827
2008,NC,7,167888,150071,320706
2008,NC,8,135234,152261,289717
2008,NC,9,212250,174410,389703
2008,NC,10,191580,108496,303577
2008,NC,11,179061,159772,343579
2008,NC,12,89790,218599,310422
2008,NC,13,140486,204190,347869
2008,ND,AL,168887,141403,317738
2008,OH,1,134682,165816,303675
2008,OH,2,201494,137736,343892
2008,OH,3,170174,156699,331731
2008,OH,4,180233,114981,301226
2008,OH,5,166215,141039,313525
2008,OH,6,150865,142850,300028
2008,OH,7,172627,143712,321577
2008,OH,8,191065,119889,316492
2008,OH,9,113615,195399,313977
2008,OH,10,115025,174598,293912
2008,OH,11,41601,245342,288842
2008,OH,12,171044,209516,385333
2008,OH,13,138197,186811,329554
2008,OH,14,169416,168838,343394
2008,OH,15,149890,173311,328886
2008,OH,16,161070,152721,320159
2008,OH,17,106137,182740,294961
2008,OH,18,150470,128046,285380
2008,OK,1,205329,114446,319775
2008,OK,2,174351,91481,265832
2008,OK,3,210104,78434,288538
2008,OK,4,200192,101418,301610
2008,OK,5,170189,116717,286906
2008,OR,1,135975,228817,374878
2008,OR,2,193002,154848,358323
2008,OR,3,93931,260128,364203
2008,OR,4,161079,201143,373920
2008,OR,5,154488,192355,356540
2008,PA,1,34276,256940,292580
2008,PA,2,31584,298834,331853
2008,PA,3,143433,143416,290915
2008,PA,4,185239,149851,338497
2008,PA,5,152946,123503,280393
2008,PA,6,148231,207911,359658
2008,PA,7,157367,203407,364276
2008,PA,8,160695,192570,357170
2008,PA,9,176023,98430,277821
2008,PA,10,155864,131345,290809
2008,PA,11,121559,164451,289239
2008,PA,12,133414,132580,269909
2008,PA,13,132249,191180,326486
2008,PA,14,87296,210507,300749
2008,PA,15,139396,179589,323143
2008,PA,16,161844,150341,314904
2008,PA,17,158841,148104,310826
2008,PA,18,187771,151006,342048
2008,PA,19,187857,142398,333953
2008,RI,1,75807,148302,227810
2008,RI,2,89584,148269,241957
2008,SC,1,196389,146919,347606
2008,SC,2,189949,159063,352579
2008,SC,3,188316,103434,295553
2008,SC,4,190113,119259,314626
2008,SC,5,167072,144267,314974
2008,SC,6,103057,189507,295393
2008,SD,AL,203054,170924,381975
2008,TN,1,182499,75255,261590
2008,TN,2,195146,104166,303898
2008,TN,3,174372,103878,281853
2008,TN,4,173892,92964,271437
2008,TN,5,127795,166231,297646
2008,TN,6,190364,112575,307678
2008,TN,7,229068,121272,353714
2008,TN,8,148050,112943,264331
2008,TN,9,57993,198153,257602
2008,TX,1,184560,81749,267745
2008,TX,2,159165,105745,266394
2008,TX,3,171119,124027,297178
2008,TX,4,213968,93439,309666
2008,TX,5,158356,90135,250039
2008,TX,6,172061,114133,288057
2008,TX,7,173162,121472,296716
2008,TX,8,215846,74695,292606
2008,TX,9,40240,137619,178543
2008,TX,10,187503,150716,341160
2008,TX,11,185389,58326,245634
2008,TX,12,171408,99083,272500
2008,TX,13,181541,53860,237187
2008,TX,14,177370,88532,267663
2008,TX,15,67650,101566,170147
2008,TX,16,60279,118178,179572
2008,TX,17,172822,82326,257140
2008,TX,18,43292,150973,195133
2008,TX,19,170969,65020,237682
2008,TX,20,64886,115739,182006
2008,TX,21,214669,149395,367016
2008,TX,22,183172,129414,314562
2008,TX,23,118391,124995,245020
2008,TX,24,153758,124128,279744
2008,TX,25,118197,176022,297611
2008,TX,26,193132,137613,332958
2008,TX,27,84366,97830,183479
2008,TX,28,80741,103458,185198
2008,TX,29,40884,66808,108373
2008,TX,30,37465,170826,209118
2008,TX,31,172570,124608,300057
2008,TX,32,110397,96203,208173
2008,UT,1,197457,103737,310369
2008,UT,2,202534,138790,350907
2008,UT,3,196063,85143,291110
2008,VT,AL,98974,219262,325046
2008,VA,1,193273,179442,376367
2008,VA,2,136725,142257,281973
2008,VA,3,72249,229822,304294
2008,VA,4,173358,178795,355240
2008,VA,5,164874,157362,325857
2008,VA,6,182573,134212,320654
2008,VA,7,205949,177789,387386
2008,VA,8,100234,234203,338031
2008,VA,9,160430,108220,273246
2008,VA,10,179337,205964,389326
2008,VA,11,156003,211466,370886
2008,WA,1,130343,226526,362780
2008,WA,2,151992,202480,361887
2008,WA,3,159803,183306,350007
2008,WA,4,159904,111423,276454
2008,WA,5,171426,152921,332630
2008,WA,6,128681,182446,317672
2008,WA,7,55200,308226,368962
2008,WA,8,155900,210998,372677
2008,WA,9,115837,172318,293453
2008,WV,1,141016,103096,248391
2008,WV,2,142112,113853,260140
2008,WV,3,114933,87178,206122
2008,WI,1,177162,191901,373344
2008,WI,2,123495,286089,414638
2008,WI,3,150618,213211,369156
2008,WI,4,73447,234468,311023
2008,WI,5,243597,174174,421962
2008,WI,6,176871,181198,363065
2008,WI,7,152507,200562,358693
2008,WI,8,164696,195608,365015
2008,WY,AL,164958,82868,254658
2012,AL,1,184786,111735,298837
2012,AL,2,182287,105572,289864
2012,AL,3,174465,103089,280128
2012,AL,4,205423,65818,274505
2012,AL,5,189860,103598,297263
2012,AL,6,233566,77517,314343
2012,AL,7,85488,228276,315244
2012,AK,AL,164676,122640,300495
2012,AZ,1,131115,124550,260056
2012,AZ,2,149651,144966,299691
2012,AZ,3,65482,108902,177248
2012,AZ,4,173394,80035,258046
2012,AZ,5,187304,101511,293748
2012,AZ,6,186537,121661,313417
2012,AZ,7,37353,101028,140907
2012,AZ,8,179555,107335,291126
2012,AZ,9,123263,135244,264563
2012,AR,1,154549,92086,253460
2012,AR,2,160140,125527,292515
2012,AR,3,168703,81413,257668
2012,AR,4,164352,95383,265825
2012,CA,1,171902,122379,303928
2012,CA,2,89908,230212,333442
2012,CA,3,104145,131237,241687
2012,CA,4,195386,133473,337634
2012,CA,5,78703,199924,286658
2012,CA,6,63862,156414,225831
2012,CA,7,133888,145147,285997
2012,CA,8,118278,88579,212633
2012,CA,9,88403,127418,220312
2012,CA,10,101160,108923,215113
2012,CA,11,90226,203699,301134
2012,CA,12,40003,269461,320387
2012,CA,13,27474,268093,306314
2012,CA,14,63589,200343,269882
2012,CA,15,77748,177243,260611
2012,CA,16,59808,88973,151953
2012,CA,17,58193,163862,227806
2012,CA,18,92457,218082,319615
2012,CA,19,61643,165530,232442
2012,CA,20,62427,168956,238341
2012,CA,21,51917,65146,119232
2012,CA,22,125213,92005,221278
2012,CA,23,139816,82119,227297
2012,CA,24,126049,158119,292406
2012,CA,25,125258,120701,252249
2012,CA,26,119677,147753,273647
2012,CA,27,90278,161528,257970
2012,CA,28,70757,187441,266628
2012,CA,29,34454,129323,167889
2012,CA,30,91680,186301,285226
2012,CA,31,83822,118043,206242
2012,CA,32,66269,133061,204169
2012,CA,33,127421,210010,346504
2012,CA,34,21739,127510,153699
2012,CA,35,49433,108983,161732
2012,CA,36,101156,107914,212939
2012,CA,37,33307,222329,261858
2012,CA,38,75780,149141,229875
2012,CA,39,133742,124108,263530
2012,CA,40,23446,115637,141918
2012,CA,41,67314,114040,185429
2012,CA,42,131438,96212,232520
2012,CA,43,44485,173342,222219
2012,CA,44,24995,155459,183586
2012,CA,45,169489,133114,309399
2012,CA,46,56252,95479,155493
2012,CA,47,92010,147456,245624
2012,CA,48,169249,133103,309496
2012,CA,49,153856,134447,294468
2012,CA,50,165104,102649,273289
2012,CA,51,48108,115610,166684
2012,CA,52,143726,163911,314748
2012,CA,53,103513,174616,284333
2012,CO,1,106334,254400,368798
2012,CO,2,174095,255209,440652
2012,CO,3,185459,163886,358045
2012,CO,4,209415,140404,357971
2012,CO,5,200491,129903,339143
2012,CO,6,165070,183024,354989
2012,CO,7,144379,196276,349920
2012,CT,1,112962,200910,317436
2012,CT,2,135212,177522,317642
2012,CT,3,110870,191210,305356
